Affinity  , # nodes   , time                
1         , 16777216  , 1329.701904         
1         , 16777216  , 1348.508057         
1         , 16777216  , 1351.933105         
1         , 16777216  , 1319.379150         
1         , 16777216  , 1323.572998         
1         , 16777216  , 1337.612793         
1         , 16777216  , 1351.584961         
1         , 16777216  , 1358.065918         
1         , 16777216  , 1305.138916         
1         , 16777216  , 1302.548828         
1         , 16777216  , 1354.604004         
1         , 16777216  , 1308.707031         
1         , 16777216  , 1322.970947         
1         , 16777216  , 1375.221924         
1         , 16777216  , 1337.421143         
1         , 16777216  , 1352.465088         
1         , 16777216  , 1344.737061         
1         , 16777216  , 1350.300049         
1         , 16777216  , 1332.505859         
1         , 16777216  , 1328.550049         
1         , 16777216  , 1331.906982         
1         , 16777216  , 1317.979004         
1         , 16777216  , 1319.885010         
1         , 16777216  , 1315.250244         
1         , 16777216  , 1316.302246         
2         , 16777216  , 816.020996          
2         , 16777216  , 890.914062          
2         , 16777216  , 861.355957          
2         , 16777216  , 885.745850          
2         , 16777216  , 764.294922          
2         , 16777216  , 808.344727          
2         , 16777216  , 798.878906          
2         , 16777216  , 870.162842          
2         , 16777216  , 899.462891          
2         , 16777216  , 772.261719          
2         , 16777216  , 805.752930          
2         , 16777216  , 780.875000          
2         , 16777216  , 675.394043          
2         , 16777216  , 780.904053          
2         , 16777216  , 815.786133          
2         , 16777216  , 748.999268          
2         , 16777216  , 746.341797          
2         , 16777216  , 825.883057          
2         , 16777216  , 823.353027          
2         , 16777216  , 684.762939          
2         , 16777216  , 849.019043          
2         , 16777216  , 779.383301          
2         , 16777216  , 820.212891          
2         , 16777216  , 813.613281          
2         , 16777216  , 804.526855          
3         , 16777216  , 1116.386230         
3         , 16777216  , 1033.996094         
3         , 16777216  , 1058.517822         
3         , 16777216  , 1202.706787         
3         , 16777216  , 1101.994873         
3         , 16777216  , 1099.434082         
3         , 16777216  , 1049.886719         
3         , 16777216  , 1121.094971         
3         , 16777216  , 1195.773682         
3         , 16777216  , 1170.041016         
3         , 16777216  , 1174.958252         
3         , 16777216  , 1122.055908         
3         , 16777216  , 1148.042236         
3         , 16777216  , 1157.110107         
3         , 16777216  , 1141.397949         
3         , 16777216  , 1119.010010         
3         , 16777216  , 1187.008057         
3         , 16777216  , 1188.632080         
3         , 16777216  , 1132.356934         
3         , 16777216  , 1159.853027         
3         , 16777216  , 955.960938          
3         , 16777216  , 1186.137207         
3         , 16777216  , 1020.904053         
3         , 16777216  , 1098.500000         
3         , 16777216  , 1157.178955         
4         , 16777216  , 1034.228760         
4         , 16777216  , 912.818848          
4         , 16777216  , 948.357178          
4         , 16777216  , 1024.012207         
4         , 16777216  , 961.550049          
4         , 16777216  , 945.482178          
4         , 16777216  , 928.036865          
4         , 16777216  , 889.029785          
4         , 16777216  , 940.059814          
4         , 16777216  , 933.320068          
4         , 16777216  , 841.977051          
4         , 16777216  , 901.854004          
4         , 16777216  , 881.013916          
4         , 16777216  , 858.136963          
4         , 16777216  , 1014.533936         
4         , 16777216  , 1017.753906         
4         , 16777216  , 1029.354980         
4         , 16777216  , 901.360107          
4         , 16777216  , 939.908936          
4         , 16777216  , 889.398926          
4         , 16777216  , 942.055908          
4         , 16777216  , 934.225098          
4         , 16777216  , 956.703857          
4         , 16777216  , 980.413086          
4         , 16777216  , 945.627930          
2         , 1024      , 19.553955           
