Size N    , Utilization U       , Affinity A, BlockNum B, ThreadsNum T        , Random X  , time (ms)           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.203789           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.536098           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 14.159281           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.608044           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.909037           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 19.273029           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.523855           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 13.613043           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 14.588991           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 14.616060           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 14.879894           
32        , 1.000000            , 1         , 19        , 32                  , 1         , 15.386017           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 14.411993           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 20.072905           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 14.163128           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.603954           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.904270           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 16.186995           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.686014           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 21.074078           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 14.556772           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.909105           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 16.769953           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.332050           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.940029           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 13.986069           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 14.597960           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.547064           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 14.826036           
32        , 1.000000            , 1         , 20        , 32                  , 1         , 15.231113           
